congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
111|531|hr|Social Welfare|SUE|MYRICK|NC|R
111|507|hr|Taxation|KEVIN|BRADY|TX|R
111|536|hr|Taxation|WILLIAM|PASCRELL|NJ|D
111|533|hr|Taxation|Randy|Neugebauer|TX|R
111|532|hr|Taxation|Randy|Neugebauer|TX|R
111|498|hr|Taxation|Harry|Mitchell|AZ|D
111|524|hr|Taxation|JOHN|LEWIS|GA|D
111|527|hr|Housing and Community Development|Doris|Matsui|CA|D
111|510|hr|Taxation|RON|KIND|WI|D
111|540|hr|Agriculture and Food|TODD|PLATTS|PA|R
111|541|hr|Taxation|TODD|PLATTS|PA|R
111|494|hr|Foreign Trade and International Finance|JOHN|SPRATT|SC|D
111|475|hr|Taxation|Keith|Ellison|MN|D
111|473|hr|Taxation|Madeleine|Bordallo|GU|D
111|470|hr|Taxation|Scott|Garrett|NJ|R
111|471|hr|Foreign Trade and International Finance|Jason|Altmire|PA|D
111|491|hr|Transportation and Public Works|Peter|Welch|VT|D
111|489|hr|International Affairs|WILLIAM|THORNBERRY|TX|R
111|490|hr|International Affairs|WILLIAM|THORNBERRY|TX|R
111|472|hr|Housing and Community Development|JOE|BACA|CA|D
111|467|hr|Finance and Financial Sector|Jackie|Speier|CA|D
111|474|hr|Taxation|Dan|Boren|OK|D
111|487|hr|Health|IKE|SKELTON|MO|D
111|461|hr|Science, Technology, Communications|DAVID|WU|OR|D
111|460|hr|Taxation|C. A.|Ruppersberger|MD|D
111|301|hr|Taxation|Randy|Neugebauer|TX|R
111|155|hr|Taxation|JOHN|MCHUGH|NY|R
111|154|hr|Taxation|JOHN|MCHUGH|NY|R
111|153|hr|Taxation|JOHN|MCHUGH|NY|R
111|456|hr|Commerce|Robert|Wittman|VA|R
111|293|hr|Armed Forces and National Security|STEPHEN|BUYER|IN|R
111|217|hr|Armed Forces and National Security|Joe|Wilson|SC|R
111|210|hr|Armed Forces and National Security|Joe|Wilson|SC|R
111|190|hr|Armed Forces and National Security|Carol|Shea-Porter|NH|D
111|431|hr|Emergency Management|Ted|Poe|TX|R
111|452|hr|Taxation|Harry|Teague|NM|D
111|451|hr|Taxation|Harry|Teague|NM|D
111|436|hr|Taxation|EARL|POMEROY|ND|D
111|387|hr|Finance and Financial Sector|STEVEN|LATOURETTE|OH|R
111|399|hr|Labor and Employment|JOHN|DINGELL|MI|D
111|417|hr|International Affairs|BARBARA|LEE|CA|D
111|416|hr|International Affairs|BARBARA|LEE|CA|D
111|426|hr|Taxation|WILLIAM|PASCRELL|NJ|D
111|438|hr|Native Americans|GEORGE|RADANOVICH|CA|R
111|396|hr|Taxation|Steve|Cohen|TN|D
111|395|hr|Congress|DAN|BURTON|IN|R
111|457|hr|Taxation|Robert|Wittman|VA|R
111|420|hr|Congress|Michael|McCaul|TX|R
111|406|hr|Civil Rights and Liberties, Minority Issues|JOE|BACA|CA|D
111|446|hr|Taxation|PETE|SESSIONS|TX|R
111|425|hr|Taxation|RICHARD|NEAL|MA|D
111|422|hr|Taxation|Kendrick|Meek|FL|D
111|433|hr|Taxation|Ted|Poe|TX|R
111|377|hr|Economics and Public Finance|Marsha|Blackburn|TN|R
111|378|hr|Economics and Public Finance|Marsha|Blackburn|TN|R
111|379|hr|Taxation|Marsha|Blackburn|TN|R
111|381|hr|Economics and Public Finance|Marsha|Blackburn|TN|R
111|429|hr|Law|Ted|Poe|TX|R
111|427|hr|Finance and Financial Sector|Ted|Poe|TX|R
111|374|hr|Armed Forces and National Security|JANE|HARMAN|CA|D
111|432|hr|Taxation|Ted|Poe|TX|R
111|375|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
111|421|hr|Finance and Financial Sector|Kendrick|Meek|FL|D
111|385|hr|Taxation|Mike|Rogers|AL|R
111|389|hr|Labor and Employment|Tammy|Baldwin|WI|D
111|370|hr|International Affairs|CHRISTOPHER|SMITH|NJ|R
111|363|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
111|364|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
111|435|hr|Taxation|EARL|POMEROY|ND|D
111|424|hr|Taxation|Tim|Murphy|PA|R
111|412|hr|Taxation|STEVE|ISRAEL|NY|D
111|441|hr|Law|DENNY|REHBERG|MT|R
111|440|hr|Law|DENNY|REHBERG|MT|R
111|361|hr|Taxation|Bobby|Bright|AL|D
111|36|hr|Government Operations and Politics|EDOLPHUS|TOWNS|NY|D
111|327|hr|Science, Technology, Communications|ALCEE|HASTINGS|FL|D
111|304|hr|Health|MARK|KIRK|IL|R
111|334|hr|International Affairs|BARBARA|LEE|CA|D
111|330|hr|Labor and Employment|BARBARA|LEE|CA|D
111|332|hr|International Affairs|BARBARA|LEE|CA|D
111|360|hr|Private Legislation|JOHN|MCHUGH|NY|R
111|331|hr|International Affairs|BARBARA|LEE|CA|D
111|302|hr|Finance and Financial Sector|GARY|ACKERMAN|NY|D
111|336|hr|Government Operations and Politics|BARBARA|LEE|CA|D
111|335|hr|International Affairs|BARBARA|LEE|CA|D
111|292|hr|Energy|STEPHEN|BUYER|IN|R
111|350|hr|Congress|LEE|TERRY|NE|R
111|322|hr|Social Welfare|GENE|GREEN|TX|D
111|309|hr|Taxation|Gus|Bilirakis|FL|R
111|308|hr|Taxation|Gus|Bilirakis|FL|R
111|345|hr|Taxation|TODD|PLATTS|PA|R
111|344|hr|Taxation|TODD|PLATTS|PA|R
111|343|hr|Taxation|TODD|PLATTS|PA|R
111|342|hr|Taxation|TODD|PLATTS|PA|R
111|341|hr|Taxation|TODD|PLATTS|PA|R
111|311|hr|Economics and Public Finance|KEVIN|BRADY|TX|R
111|346|hr|Congress|TODD|PLATTS|PA|R
111|312|hr|Taxation|Bruce|Braley|IA|D
111|315|hr|Government Operations and Politics|Henry|Cuellar|TX|D
111|313|hr|Finance and Financial Sector|Henry|Cuellar|TX|D
111|291|hr|Labor and Employment|JIM|MCDERMOTT|WA|D
111|290|hr|Labor and Employment|JIM|MCDERMOTT|WA|D
111|289|hr|Science, Technology, Communications|SHEILA|JACKSON-LEE|TX|D
111|288|hr|Crime and Law Enforcement|SHEILA|JACKSON-LEE|TX|D
111|276|hr|Environmental Protection|Candice|Miller|MI|R
111|259|hr|Transportation and Public Works|SHEILA|JACKSON-LEE|TX|D
111|250|hr|Transportation and Public Works|GENE|GREEN|TX|D
111|254|hr|Government Operations and Politics|STEVE|ISRAEL|NY|D
111|255|hr|Science, Technology, Communications|SHEILA|JACKSON-LEE|TX|D
111|275|hr|Taxation|Kendrick|Meek|FL|D
111|273|hr|Taxation|Kendrick|Meek|FL|D
111|272|hr|Taxation|Kendrick|Meek|FL|D
111|227|hr|Civil Rights and Liberties, Minority Issues|Paul|Broun|GA|R
111|253|hr|Government Operations and Politics|ALCEE|HASTINGS|FL|D
111|230|hr|Housing and Community Development|Dennis|Cardoza|CA|D
111|236|hr|Social Welfare|Ginny|Brown-Waite|FL|R
111|281|hr|Finance and Financial Sector|Peter|Roskam|IL|R
111|263|hr|Law|SHEILA|JACKSON-LEE|TX|D
111|258|hr|Government Operations and Politics|SHEILA|JACKSON-LEE|TX|D
111|278|hr|Law|Brad|Miller|NC|D
111|277|hr|Crime and Law Enforcement|Brad|Miller|NC|D
111|238|hr|Social Welfare|JO|EMERSON|MO|R
111|237|hr|Taxation|JO|EMERSON|MO|R
111|271|hr|Taxation|Robert|Latta|OH|R
111|269|hr|Armed Forces and National Security|WALTER|JONES|NC|R
111|240|hr|Taxation|Scott|Garrett|NJ|R
111|267|hr|Taxation|EDDIE|JOHNSON|TX|D
111|282|hr|Congress|Joe|Sestak|PA|D
111|235|hr|Social Welfare|HOWARD|BERMAN|CA|D
111|103|hr|Government Operations and Politics|JOHN|CONYERS|MI|D
111|224|hr|Private Legislation|Carol|Shea-Porter|NH|D
111|148|hr|Armed Forces and National Security|Lynn|Jenkins|KS|R
111|16|hr|Taxation|BRIAN|BAIRD|WA|D
111|14|hr|Environmental Protection|BRIAN|BAIRD|WA|D
111|119|hr|Emergency Management|RODNEY|FRELINGHUYSEN|NJ|R
111|159|hr|Taxation|WILLIAM|PASCRELL|NJ|D
111|120|hr|Taxation|RODNEY|FRELINGHUYSEN|NJ|R
111|168|hr|Housing and Community Development|STEVEN|ROTHMAN|NJ|D
111|162|hr|Taxation|RON|PAUL|TX|R
111|161|hr|Taxation|RON|PAUL|TX|R
111|115|hr|Taxation|Jeff|Fortenberry|NE|R
111|47|hr|Housing and Community Development|JUDY|BIGGERT|IL|R
111|117|hr|Taxation|RODNEY|FRELINGHUYSEN|NJ|R
111|87|hr|Taxation|John|Campbell|CA|R
111|37|hr|Housing and Community Development|MAXINE|WATERS|CA|D
111|173|hr|Taxation|John|Salazar|CO|D
111|196|hr|International Affairs|CLIFF|STEARNS|FL|R
111|199|hr|Taxation|CLIFF|STEARNS|FL|R
111|198|hr|Taxation|CLIFF|STEARNS|FL|R
111|201|hr|Congress|CLIFF|STEARNS|FL|R
111|124|hr|Congress|ELTON|GALLEGLY|CA|R
111|133|hr|Social Welfare|ELTON|GALLEGLY|CA|R
111|25|hr|Taxation|JOHN|LINDER|GA|R
111|219|hr|Social Welfare|RON|PAUL|TX|R
111|220|hr|Government Operations and Politics|RON|PAUL|TX|R
111|160|hr|Social Welfare|RON|PAUL|TX|R
111|39|hr|Public Lands and Natural Resources|Edward|Markey|MA|D
111|96|hr|Taxation|K.|Conaway|TX|R
111|85|hr|Taxation|Ginny|Brown-Waite|FL|R
111|83|hr|Finance and Financial Sector|Ginny|Brown-Waite|FL|R
111|143|hr|Taxation|Louie|Gohmert|TX|R
111|123|hr|Crime and Law Enforcement|ELTON|GALLEGLY|CA|R
111|214|hr|Taxation|Joe|Wilson|SC|R
111|132|hr|Social Welfare|ELTON|GALLEGLY|CA|R
111|215|hr|Congress|Joe|Wilson|SC|R
111|59|hr|Crime and Law Enforcement|SHEILA|JACKSON-LEE|TX|D
111|62|hr|Emergency Management|SHEILA|JACKSON-LEE|TX|D
111|65|hr|Armed Forces and National Security|SHEILA|JACKSON-LEE|TX|D
111|66|hr|International Affairs|SHEILA|JACKSON-LEE|TX|D
111|69|hr|Housing and Community Development|SHEILA|JACKSON-LEE|TX|D
111|213|hr|Taxation|Joe|Wilson|SC|R
111|212|hr|Taxation|Joe|Wilson|SC|R
111|72|hr|International Affairs|SHEILA|JACKSON-LEE|TX|D
111|74|hr|Finance and Financial Sector|DARRELL|ISSA|CA|R
111|140|hr|Transportation and Public Works|ELTON|GALLEGLY|CA|R
111|158|hr|Congress|DAVID|OBEY|WI|D
111|57|hr|International Affairs|MARK|KIRK|IL|R
111|55|hr|Taxation|MARK|KIRK|IL|R
111|54|hr|Environmental Protection|MARK|KIRK|IL|R
111|53|hr|Taxation|MARK|KIRK|IL|R
111|52|hr|International Affairs|MARK|KIRK|IL|R
111|50|hr|Social Welfare|MARK|KIRK|IL|R
111|30|hr|Taxation|JUDY|BIGGERT|IL|R
111|33|hr|Social Welfare|MIKE|MCINTYRE|NC|D
111|28|hr|Taxation|JUDY|BIGGERT|IL|R
111|101|hr|Taxation|DAVID|DREIER|CA|R
111|100|hr|Taxation|DAVID|DREIER|CA|R
111|99|hr|Taxation|DAVID|DREIER|CA|R
111|34|hr|Government Operations and Politics|JERROLD|NADLER|NY|D
111|79|hr|Housing and Community Development|Marsha|Blackburn|TN|R
111|95|hr|Taxation|DONNA|CHRISTENSEN|VI|D
111|94|hr|Taxation|DONNA|CHRISTENSEN|VI|D
111|184|hr|Taxation|JOSE|SERRANO|NY|D
111|181|hr|Congress|JOSE|SERRANO|NY|D
111|93|hr|Social Welfare|DONNA|CHRISTENSEN|VI|D
111|106|hr|Taxation|CHAKA|FATTAH|PA|D
111|111|hr|Finance and Financial Sector|PAUL|KANJORSKI|PA|D
111|156|hr|Congress|Harry|Mitchell|AZ|D
111|205|hr|Taxation|WILLIAM|THORNBERRY|TX|R
111|41|hr|Energy|ROSCOE|BARTLETT|MD|R
115|7319|hr|Government Operations and Politics|Lou|Barletta|PA|R
115|7318|hr|Government Operations and Politics|Lou|Barletta|PA|R
115|7279|hr|Environmental Protection|Bob|Gibbs|OH|R
115|672|hr|International Affairs|NITA|LOWEY|NY|D
115|4174|hr|Government Operations and Politics|Paul|Ryan|WI|R
115|6602|hr|Public Lands and Natural Resources|FRANK|LOBIONDO|NJ|R
115|5636|hr|Public Lands and Natural Resources|J.|Hill|AR|R
115|4689|hr|Water Resources Development|Adrian|Smith|NE|R
115|2200|hr|International Affairs|CHRISTOPHER|SMITH|NJ|R
115|6287|hr|Public Lands and Natural Resources|Thomas|MacArthur|NJ|R
115|3460|hr|Government Operations and Politics|G. K.|Butterfield|NC|D
115|1660|hr|International Affairs|Albio|Sires|NJ|D
115|7305|hr|Health|SAM|JOHNSON|TX|R
115|7324|hr|Health|Mike|Kelly|PA|R
115|7340|hr|Health|ROSA|DELAURO|CT|D
115|7401|hr|Immigration|Keith|Ellison|MN|D
115|4247|hr|Finance and Financial Sector|Ted|Budd|NC|R
115|2128|hr|Finance and Financial Sector|Warren|Davidson|OH|R
115|4278|hr|Finance and Financial Sector|J.|Hill|AR|R
115|6741|hr|Economics and Public Finance|Andy|Barr|KY|R
115|7400|hr|Transportation and Public Works|Susan|Wild|PA|D
115|695|hr|Economics and Public Finance|ADAM|SCHIFF|CA|D
115|767|hr|Health|Steve|Cohen|TN|D
115|5509|hr|Science, Technology, Communications|Kevin|McCarthy|CA|R
115|5075|hr|Crime and Law Enforcement|Scott|Taylor|VA|R
115|4227|hr|Emergency Management|Robert|Latta|OH|R
115|2606|hr|Native Americans|Tom|Cole|OK|R
115|6510|hr|Public Lands and Natural Resources|Rob|Bishop|UT|R
115|6468|hr|Environmental Protection|Andy|Biggs|AZ|R
115|6226|hr|Science, Technology, Communications|LAMAR|SMITH|TX|R
115|5874|hr|Native Americans|Kristi|Noem|SD|R
115|5859|hr|Education|Scott|Tipton|CO|R
115|4557|hr|Housing and Community Development|Ann|Wagner|MO|R
115|4506|hr|Native Americans|Norma|Torres|CA|D
115|4302|hr|Finance and Financial Sector|Scott|Tipton|CO|R
115|4243|hr|Armed Forces and National Security|David|Roe|TN|R
115|4177|hr|Emergency Management|Matt|Cartwright|PA|D
115|3857|hr|Finance and Financial Sector|Ann|Wagner|MO|R
115|3400|hr|Public Lands and Natural Resources|Rob|Bishop|UT|R
115|3288|hr|Economics and Public Finance|Ann|Kuster|NH|D
115|2987|hr|Public Lands and Natural Resources|Martha|McSally|AZ|R
115|2425|hr|Public Lands and Natural Resources|Jared|Huffman|CA|D
115|2085|hr|International Affairs|Gregorio|Sablan|MP|D
115|1675|hr|Emergency Management|Suzan|DelBene|WA|D
115|1511|hr|Housing and Community Development|Steve|Stivers|OH|R
115|237|hr|Public Lands and Natural Resources|DON|YOUNG|AK|R
115|7399|hr|Government Operations and Politics|Mary|Scanlon|PA|D
115|7395|hr|Health|Mark|Meadows|NC|R
115|4969|hr|International Affairs|Michael|McCaul|TX|R
115|4203|hr|Crime and Law Enforcement|Brian|Fitzpatrick|PA|R
115|1967|hr|Water Resources Development|Doug|Lamborn|CO|R
115|7398|hr|Congress|Bill|Foster|IL|D
115|7397|hr|Economics and Public Finance|STENY|HOYER|MD|D
115|7327|hr|Emergency Management|Will|Hurd|TX|R
115|7243|hr|Government Operations and Politics|Stephanie|Murphy|FL|D
115|7230|hr|Government Operations and Politics|JAMES|CLYBURN|SC|D
115|7213|hr|Emergency Management|Daniel|Donovan|NY|R
115|7120|hr|Government Operations and Politics|Gregg|Harper|MS|R
115|6964|hr|Crime and Law Enforcement|Jason|Lewis|MN|R
115|6930|hr|Government Operations and Politics|Elise|Stefanik|NY|R
115|6893|hr|Government Operations and Politics|Steve|Russell|OK|R
115|6831|hr|Government Operations and Politics|Jared|Polis|CO|D
115|6780|hr|Government Operations and Politics|Kathy|Castor|FL|D
115|6655|hr|Government Operations and Politics|Doug|LaMalfa|CA|R
115|6628|hr|Government Operations and Politics|ADAM|SMITH|WA|D
115|6621|hr|Government Operations and Politics|David|Roe|TN|R
115|6615|hr|Health|WILLIAM|PASCRELL|NJ|D
115|6591|hr|Government Operations and Politics|Val|Demings|FL|D
115|6513|hr|Government Operations and Politics|Mo|Brooks|AL|R
115|6428|hr|Government Operations and Politics|Josh|Gottheimer|NJ|D
115|6405|hr|Government Operations and Politics|Jeff|Denham|CA|R
115|6400|hr|Emergency Management|Debbie|Lesko|AZ|R
115|6348|hr|Finance and Financial Sector|John|Curtis|UT|R
115|6347|hr|Finance and Financial Sector|Dwight|Evans|PA|D
115|6335|hr|Government Operations and Politics|Elizabeth|Esty|CT|D
115|6227|hr|Science, Technology, Communications|LAMAR|SMITH|TX|R
115|6217|hr|Government Operations and Politics|Scott|Tipton|CO|R
115|6216|hr|Government Operations and Politics|Scott|Tipton|CO|R
115|6167|hr|Government Operations and Politics|Peter|Roskam|IL|R
115|6160|hr|Government Operations and Politics|Gregg|Harper|MS|R
115|6059|hr|Government Operations and Politics|Seth|Moulton|MA|D
115|6020|hr|Government Operations and Politics|Mike|Bishop|MI|R
115|5923|hr|Public Lands and Natural Resources|Bruce|Westerman|AR|R
115|5792|hr|Government Operations and Politics|Mike|Coffman|CO|R
115|5791|hr|Government Operations and Politics|Mike|Coffman|CO|R
115|5787|hr|Public Lands and Natural Resources|Neal|Dunn|FL|R
115|5475|hr|Government Operations and Politics|SAM|GRAVES|MO|R
115|5412|hr|Government Operations and Politics|PETER|KING|NY|R
115|5395|hr|Government Operations and Politics|Chris|Collins|NY|R
115|5205|hr|Government Operations and Politics|Ruben|Kihuen|NV|D
115|4819|hr|International Affairs|Jeff|Fortenberry|NE|R
115|4431|hr|Government Operations and Politics|Earl|Carter|GA|R
115|4326|hr|Government Operations and Politics|Darin|LaHood|IL|R
115|4032|hr|Native Americans|Tom|O'Halleran|AZ|D
115|3383|hr|Water Resources Development|Ron|Estes|KS|R
115|3342|hr|International Affairs|Mike|Gallagher|WI|R
115|3184|hr|Government Operations and Politics|Thomas|Garrett|VA|R
115|1850|hr|Government Operations and Politics|Justin|Amash|MI|R
115|1733|hr|Energy|Susan|Brooks|IN|R
115|1318|hr|Health|Jaime|Herrera Beutler|WA|R
115|1235|hr|Finance and Financial Sector|RICHARD|NEAL|MA|D
115|1222|hr|Health|Gus|Bilirakis|FL|R
115|1211|hr|Government Operations and Politics|Henry|Cuellar|TX|D
115|1210|hr|Government Operations and Politics|Henry|Cuellar|TX|D
115|1162|hr|Armed Forces and National Security|Stephen|Knight|CA|R
115|6355|hr|Environmental Protection|Bruce|Westerman|AR|R
115|5025|hr|Public Lands and Natural Resources|Aumua Amata|Radewagen|AS|R
115|5503|hr|Science, Technology, Communications|Brian|Babin|TX|R
115|7388|hr|Finance and Financial Sector|Thomas|MacArthur|NJ|R
115|7329|hr|Transportation and Public Works|Bill|Shuster|PA|R
115|7293|hr|Government Operations and Politics|Joseph|Morelle|NY|D
115|88|hr|Taxation|Marsha|Blackburn|TN|R
115|7385|hr|Housing and Community Development|Dina|Titus|NV|D
115|7380|hr|Emergency Management|Mark|Meadows|NC|R
115|7357|hr|Transportation and Public Works|Daniel|Lipinski|IL|D
115|7296|hr|Social Welfare|DANNY|DAVIS|IL|D
115|4460|hr|Emergency Management|Lou|Barletta|PA|R
115|6743|hr|Finance and Financial Sector|Blaine|Luetkemeyer|MO|R
115|6158|hr|Finance and Financial Sector|Scott|Tipton|CO|R
115|5534|hr|Finance and Financial Sector|Sean|Duffy|WI|R
115|5054|hr|Finance and Financial Sector|David|Kustoff|TN|R
115|7390|hr|Crime and Law Enforcement|SHEILA|JACKSON LEE|TX|D
115|7393|hr|Health|John|Faso|NY|R
115|7392|hr|Science, Technology, Communications|Brian|Babin|TX|R
115|7391|hr|Health|Jodey|Arrington|TX|R
115|7389|hr|Environmental Protection|Tom|Marino|PA|R
115|7394|hr|Finance and Financial Sector|Blaine|Luetkemeyer|MO|R
115|7396|hr|Immigration|Norma|Torres|CA|D
115|5759|hr|Government Operations and Politics|Ro|Khanna|CA|D
115|2|hr|Agriculture and Food|K.|Conaway|TX|R
115|1918|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
115|6939|hr|Public Lands and Natural Resources|Liz|Cheney|WY|R
115|502|hr|Public Lands and Natural Resources|Raúl|Grijalva|AZ|D
115|7328|hr|Health|Susan|Brooks|IN|R
115|7227|hr|Taxation|Lynn|Jenkins|KS|R
115|7093|hr|Crime and Law Enforcement|STEVE|CHABOT|OH|R
115|6418|hr|Armed Forces and National Security|Elizabeth|Esty|CT|D
115|6255|hr|Crime and Law Enforcement|Darren|Soto|FL|D
115|3535|hr|Native Americans|Doug|LaMalfa|CA|R
115|7292|hr|Health|Ted|Poe|TX|R
115|7321|hr|International Affairs|Mike|Gallagher|WI|R
115|7352|hr|Government Operations and Politics|Bill|Shuster|PA|R
115|7347|hr|Environmental Protection|Scott|Peters|CA|D
115|7333|hr|Emergency Management|SHEILA|JACKSON LEE|TX|D
115|6652|hr|Water Resources Development|Dan|Newhouse|WA|R
115|7366|hr|Commerce|DARRELL|ISSA|CA|R
115|7370|hr|Science, Technology, Communications|Charlie|Crist|FL|D
115|7377|hr|Taxation|RICK|LARSEN|WA|D
115|7365|hr|Science, Technology, Communications|Bill|Flores|TX|R
115|7363|hr|Science, Technology, Communications|Louie|Gohmert|TX|R
115|7364|hr|Finance and Financial Sector|Andy|Barr|KY|R
115|7382|hr|Housing and Community Development|ED|ROYCE|CA|R
115|7379|hr|Agriculture and Food|Mark|Meadows|NC|R
115|7383|hr|Finance and Financial Sector|BRAD|SHERMAN|CA|D
115|7384|hr|International Affairs|BRAD|SHERMAN|CA|D
115|7373|hr|Taxation|George|Holding|NC|R
115|7387|hr|Public Lands and Natural Resources|GREG|WALDEN|OR|R
115|7369|hr|Health|Gus|Bilirakis|FL|R
115|7368|hr|Government Operations and Politics|Donald|Beyer|VA|D
115|7386|hr|Taxation|Tim|Walberg|MI|R
115|7362|hr|Native Americans|Markwayne|Mullin|OK|R
115|7361|hr|Taxation|Ted|Budd|NC|R
115|7367|hr|Public Lands and Natural Resources|Donald|Beyer|VA|D
115|7375|hr|Taxation|Brenda|Jones|MI|D
115|7374|hr|Labor and Employment|Brenda|Jones|MI|D
115|7381|hr|Crime and Law Enforcement|Scott|Perry|PA|R
115|7359|hr|Government Operations and Politics|Gwen|Moore|WI|D
115|7360|hr|Immigration|Judy|Chu|CA|D
115|7376|hr|Education|Derek|Kilmer|WA|D
115|7358|hr|Taxation|George|Holding|NC|R
115|7371|hr|Social Welfare|Charlie|Crist|FL|D
115|7372|hr|Agriculture and Food|ROSA|DELAURO|CT|D
115|7378|hr|Government Operations and Politics|Blaine|Luetkemeyer|MO|R
115|7356|hr|Finance and Financial Sector|Warren|Davidson|OH|R
115|7345|hr|Labor and Employment|ELEANOR|NORTON|DC|D
115|4111|hr|Commerce|Cathy|McMorris Rodgers|WA|R
115|3996|hr|Law|DARRELL|ISSA|CA|R
115|2454|hr|Government Operations and Politics|Will|Hurd|TX|R
115|1872|hr|International Affairs|JAMES|MCGOVERN|MA|D
115|50|hr|Government Operations and Politics|Virginia|Foxx|NC|R
115|6771|hr|Energy|Garret|Graves|LA|R
115|3990|hr|Public Lands and Natural Resources|Rob|Bishop|UT|R
115|7348|hr|Health|JANICE|SCHAKOWSKY|IL|D
115|7330|hr|Agriculture and Food|Chellie|Pingree|ME|D
115|7332|hr|Immigration|SHEILA|JACKSON LEE|TX|D
115|7343|hr|Science, Technology, Communications|Garret|Graves|LA|R
115|7335|hr|Taxation|DANNY|DAVIS|IL|D
115|7344|hr|Education|Mark|Meadows|NC|R
115|7336|hr|Agriculture and Food|ROSA|DELAURO|CT|D
115|7342|hr|Taxation|ROSA|DELAURO|CT|D
115|7341|hr|Taxation|ROSA|DELAURO|CT|D
115|7338|hr|Agriculture and Food|ROSA|DELAURO|CT|D
115|7339|hr|Health|ROSA|DELAURO|CT|D
115|7337|hr|Health|ROSA|DELAURO|CT|D
115|7350|hr|International Affairs|BRAD|SHERMAN|CA|D
115|7351|hr|International Affairs|BRAD|SHERMAN|CA|D
115|7354|hr|Finance and Financial Sector|NYDIA|VELAZQUEZ|NY|D
115|7355|hr|Law|NYDIA|VELAZQUEZ|NY|D
115|7349|hr|Labor and Employment|PETE|SESSIONS|TX|R
115|7353|hr|Immigration|Dina|Titus|NV|D
115|7346|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
115|7334|hr|Government Operations and Politics|Bradley|Byrne|AL|R
115|7331|hr|Government Operations and Politics|Brian|Babin|TX|R
115|7273|hr|Armed Forces and National Security|Andy|Barr|KY|R
115|7272|hr|Health|Susan|Brooks|IN|R
115|7253|hr|Health|Jason|Smith|MO|R
115|7276|hr|Social Welfare|Brendan|Boyle|PA|D
115|7269|hr|Social Welfare|SAM|JOHNSON|TX|R
115|7261|hr|Social Welfare|SAM|JOHNSON|TX|R
115|7322|hr|Emergency Management|Garret|Graves|LA|R
115|7317|hr|Government Operations and Politics|Bill|Shuster|PA|R
115|7316|hr|Transportation and Public Works|Bill|Shuster|PA|R
115|6330|hr|Commerce|Stephen|Knight|CA|R
115|3398|hr|Transportation and Public Works|DON|YOUNG|AK|R
115|315|hr|Health|Michael|Burgess|TX|R
115|1861|hr|Sports and Recreation|James|Renacci|OH|R
115|1417|hr|Arts, Culture, Religion|DON|YOUNG|AK|R
115|7247|hr|Health|KEVIN|BRADY|TX|R
115|7250|hr|Health|Mike|Kelly|PA|R
115|7249|hr|Health|Tom|Reed|NY|R
115|7248|hr|Health|Kenny|Marchant|TX|R
115|7239|hr|Commerce|ZOE|LOFGREN|CA|D
115|7326|hr|Crime and Law Enforcement|John|Ratcliffe|TX|R
115|7325|hr|Immigration|Steven|Palazzo|MS|R
115|7323|hr|Finance and Financial Sector|Lynn|Jenkins|KS|R
115|7320|hr|Education|Katherine|Clark|MA|D
115|5238|hr|Government Operations and Politics|Yvette|Clarke|NY|D
115|4407|hr|Government Operations and Politics|Randy|Hultgren|IL|R
115|3946|hr|Armed Forces and National Security|Rick|Allen|GA|R
115|7299|hr|Finance and Financial Sector|Matt|Cartwright|PA|D
115|7298|hr|Transportation and Public Works|Dave|Brat|VA|R
